id;tweet_tokens;target
745405735358496769;['RT', '@Deadline', ':', 'UK', 'Producers', 'Come', 'Out', 'In', 'Favour', 'Of', 'Remain', 'Campaign', 'To', 'Stay', 'In', 'EU', 'Ahead', 'Of', 'Referendum', 'https://t.co/VHIxAg5TFR', 'https://t.co/IQSJYPKi5h'];other
745405722503053312;['RT', '@DavidJo52951945', ':', 'Vote', 'to', 'leave', 'the', 'EU', 'not', 'only', 'do', 'we', 'escape', 'the', 'EU', 'we', 'also', 'get', 'rid', 'of', 'George', 'Osborne', '&', 'David', 'Cameron', '#3Birds1Stone', 'https://t.co/PNuNqiypFv'];leave
745405721878073344;['RT', '@RyanSharmann', ':', 'If', 'we', 'do', 'leave', 'the', 'EU', 'I', 'think', 'we', 'should', 'go', 'somewhere', 'warm', 'like', 'the', 'caribbean', 'x'];stay
745405715599200256;['RT', '@SadiqKhan', ':', 'Enjoyed', 'making', 'the', 'positive', 'case', 'to', 'stay', 'in', 'the', 'EU', 'on', '#BBCDebate', '.', 'And', 'yes', '-', 'I', 'did', 'break', 'my', 'fast', 'on', 'stage', '#Ramadan', 'https://t.co/iKXLbUGeaD'];stay
745405706950475778;['RT', '@liarpoliticians', ':', 'Remain', 'got', 'nothing', ',', 'Boris', 'for', '@vote_leave', 'got', 'a', 'standing', 'ovation', 'for', 'his', 'EU', 'Debate', 'closing', 'speech', '#BBCDebate', '#Brexit', '#EURef', '#newsnight'];leave
745405702856839171;['RT', '@JacobbJudgee', ':', '72', '%', 'of', '16-24', 'year', 'old', 'want', 'to', 'stay', 'in', 'the', 'EU', '.', 'Says', 'alot', 'about', 'the', 'generation', 'that', 'WILL', 'be', 'affected', 'by', 'the', 'result', '.', '#VoteRemain'];stay
745405689900728320;['RT', '@Covuitton', ':', 'Imagine', 'England', 'leave', 'the', 'Eu', 'and', 'trump', 'becomes', 'president', 'of', 'America', '🙃', '🛫', '🌍'];stay
745405685672849408;['RT', '@SadiqKhan', ':', 'Enjoyed', 'making', 'the', 'positive', 'case', 'to', 'stay', 'in', 'the', 'EU', 'on', '#BBCDebate', '.', 'And', 'yes', '-', 'I', 'did', 'break', 'my', 'fast', 'on', 'stage', '#Ramadan', 'https://t.co/iKXLbUGeaD'];stay
745405682304724993;['RT', '@DavidJo52951945', ':', 'Vote', 'to', 'stay', 'in', 'the', 'EU', '&', 'the', 'UK', 'government', 'will', 'never', 'stop', 'giving', 'away', 'UK', 'powers', 'or', 'letting', 'the', 'EU', 'rule', 'over', 'Brits', 'https://t.co/HDqc4VE9ZM'];stay
745405680333389826;['RT', '@BrianKapz_', ':', 'Bossman', 'said', 'if', 'we', 'stay', 'in', 'the', 'EU', ',', 'it', 'will', 'be', '6', 'wings', 'for', '£', '1', '.', 'Best', 'believe', 'we', 'better', 'stay', 'in', 'the', 'EU', '.'];stay
745405658128875524;['Cats', 'would', 'vote', 'to', 'leave', 'EU', 'and', 'then', 'refuse', 'to', 'go', 'out', '||', 'NewsThump', 'https://t.co/26KvezrE1Y'];other
745405657839345664;['RT', '@Nigel_Farage', ':', 'We', 'must', 'seize', 'this', 'golden', 'opportunity', 'to', 'Leave', 'the', 'European', 'Union', 'and', 'take', 'back', 'control', 'of', 'our', 'borders', '.', 'https://t.co/LFAw5Mrtuq'];leave
745405655066902528;['RT', '@britainelects', ':', 'EU', 'referendum', 'poll', ':', 'Remain', ':', '45', '%', '(', '-', ')', 'Leave', ':', '44', '%', '(', '+', '2', ')', '(', 'via', 'Survation', ',', 'phone', '/', '20', 'Jun', ')'];other
745405650969059331;['@Evertxn', '@UnrealTouch', 'they', 'need', 'us', 'for', 'trade', 'more', 'than', 'other', 'EU', 'countries', 'so', 'will', 'need', 'to', 'leave', 'so', 'there', 'are', 'no', 'tariffs', 'on', 'trade'];leave
745405647294869504;['RT', '@BlackObroni_xo', ':', 'Only', 'selfish', 'people', 'will', 'vote', 'for', 'the', 'UK', 'to', 'leave', 'the', 'EU'];stay
745405642597240834;['RT', '@Nigel_Farage', ':', 'Fantastic', 'to', 'be', 'in', 'Clacton', 'where', 'the', 'sun', 'is', 'shining', 'and', 'there', 'is', 'huge', 'enthusiasm', 'to', 'Leave', 'EU', '!', 'https://t.co/PHvtPieydd'];leave
745405638331629569;['RT', '@britainelects', ':', 'EU', 'referendum', 'poll', ':', 'Remain', ':', '48', '%', '(', '-', ')', 'Leave', ':', '49', '%', '(', '+', '1', ')', '(', 'via', 'SurveyMonkey', '/', '17-20', ')', 'Pollster', 'not', 'a', 'member', 'of', 'BPC', '.'];other
745405634980380674;['RT', '@GoodwinMJ', ':', "Britain's", 'EU', 'referendum', '-', 'avg', 'across', 'last', '8', 'polls', '(', 'since', 'June', '15', ')', 'Remain', '44.6', '%', 'Leave', '44.0', '%', 'Undecided', '10.3', '%', '#Brexit', '#VoteLeave', '#StrongerIn'];other
745405629506805760;['If', 'Britain', 'leaves', 'the', 'EU', 'can', 'I', 'stay', 'in', 'it', '?', 'Like', 'me', 'personally', ',', 'can', 'my', 'house', 'be', 'in', 'the', 'EU', '?'];stay
745405629309816833;['RT', '@BBCNews', ':', '.', '@Vote_Leave', 'have', '"', 'lied', '"', 'and', '"', "it's", 'not', 'good', 'enough', ',', '"', '@RuthDavidsonMSP', 'tells', '#BBCDebate', 'https://t.co/slOCKdj5NP', '#EUref', 'https://t.co/17r0NGL5Ht'];stay
745405627774664705;['RT', '@britainelects', ':', 'EU', 'referendum', 'poll', ':', 'Remain', ':', '48', '%', '(', '-', ')', 'Leave', ':', '49', '%', '(', '+', '1', ')', '(', 'via', 'SurveyMonkey', '/', '17-20', ')', 'Pollster', 'not', 'a', 'member', 'of', 'BPC', '.'];other
745405620749221889;['RT', '@BBCNews', ':', '"', 'EU', 'member', 'states', "can't", 'even', 'organise', 'a', 'takeaway', 'curry', ',', 'let', 'alone', 'what', 'to', 'do', 'on', 'free', 'trade', '"', 'Andrea', 'Leadsom', ',', '#Leave', 'https://t.co/3g4KHpF6O6'];leave
745405617620279296;['@KaiKai_Ali', 'they', 'kept', 'on', 'giving', 'false', 'statistics', 'to', 'lure', 'people', 'towards', 'voting', 'to', 'leave', '.', '350m', 'spent', 'towards', 'EU', '✖', '️', '60', '%', 'laws', 'made', 'by', 'the', 'EU', '✖', '️', '✖', '️'];stay
745405610838081536;['RT', '@Smur_OK', ':', 'Sadiq', 'Khan', 'proposes', 'merger', 'of', 'London', 'and', 'Scotland', 'into', 'a', 'separate', 'state', 'if', 'the', 'R', 'of', 'UK', 'vote', 'to', 'leave', 'the', '#EU', 'To', 'be', 'known', 'as', 'Scodon', '.', '#Brexit'];other
745405605838528512;["We'll", 'leave', 'the', 'EU', 'and', "we'll", 'have', 'smugglers', 'bring', 'magic', 'stars', 'into', 'the', 'country'];stay
745405601027612676;['RT', '@iBeasty', ':', 'Anyone', 'who', 'thinks', 'we', 'should', 'leave', 'the', 'EU', ',', 'is', 'retarded', '.'];stay
745405593649721345;['RT', '@UKLabour', ':', 'Over', '26', 'million', 'British', 'workers', 'are', 'entitled', 'to', '28', 'days', 'of', 'paid', 'leave', 'thanks', 'to', 'EU', 'directives', 'https://t.co/5TENfImxBP'];leave
745405592039211008;['This', 'is', 'just', 'embarrassing', '.', '#Leave', 'telling', 'sheer', 'bare-faced', 'lies', '-', '@patel4witham', 'saying', 'EU', 'accounts', 'not', 'audited', '.', 'LIES', '.', '#BBCDebate'];stay
745405585475010560;['Only', 'selfish', 'people', 'will', 'vote', 'for', 'the', 'UK', 'to', 'leave', 'the', 'EU'];stay
745405580488081408;['RT', '@RyanSharmann', ':', 'If', 'we', 'do', 'leave', 'the', 'EU', 'I', 'think', 'we', 'should', 'go', 'somewhere', 'warm', 'like', 'the', 'caribbean', 'x'];stay
745405580186050564;['RT', '@SadiqKhan', ':', 'Enjoyed', 'making', 'the', 'positive', 'case', 'to', 'stay', 'in', 'the', 'EU', 'on', '#BBCDebate', '.', 'And', 'yes', '-', 'I', 'did', 'break', 'my', 'fast', 'on', 'stage', '#Ramadan', 'https://t.co/iKXLbUGeaD'];stay
745405574565724160;['RT', '@Harrysolomons', ':', 'A', 'litre', 'of', 'vodka', 'is', '11', 'pounds', 'if', "you're", 'out', 'of', 'the', 'EU', 'and', '22', 'if', "you're", 'in', '.', 'If', "that's", 'not', 'a', 'good', 'reason', 'to', 'leave', 'then', 'I', "don't", 'know', 'what', 'is', '.'];leave
745405573596839936;['RT', '@WritingSupplier', ':', '40', 'yrs', 'of', 'lying', 'politicians', 'from', 'Lab', '&', 'Cons', 'will', 'be', 'gone', 'after', 'we', 'get', 'out', 'of', 'failing', 'EU', 'rule', '.', 'Save', 'UK', 'vote', 'LEAVE', 'https://t.co/RYhiqLfvXW'];leave
745405569637425152;['I', "can't", 'take', 'anyone', 'serious', 'if', 'they', 'say', 'the', 'reason', 'they', 'want', 'to', 'leave', 'the', 'EU', 'is', 'cos', 'of', 'immigrants', '😴', '😴'];other
745405567166988289;['RT', '@Mike_Fabricant', ':', '#Remain', 'keep', 'saying', 'we', 'should', 'stay', 'in', 'to', 'get', '#EU', 'change', '.', 'THEY', 'DONT', 'WANT', 'CHANGE', '!', '!', '!', '#BBCDebate', '#VoteLeave', 'https://t.co/yCQAAojU0b'];leave
745405562490232836;['@SkyNews', '@jeremycorbyn', 'Tony', 'Benn', '-', 'Britain', 'must', 'Leave', 'the', 'EU', 'to', 'restore', 'Democracy', 'https://t.co/j3YvipHMbS', 'via', '@YouTube', '#Brexit'];leave
745405557817774081;['Priti', 'Patel', 'warns', 'of', 'EU', 'migration', 'threat', 'to', 'UK', 'class', 'sizes', ':', 'Vote', 'Leave', 'says', 'its', 'research', 'shows', 'that', 'one', 'in', 'fi', '...', 'https://t.co/d2SnvXGAbO'];other
745405556249092097;['Priti', 'Patel', 'warns', 'of', 'EU', 'migration', 'threat', 'to', 'UK', 'class', 'sizes', ':', 'Vote', 'Leave', 'says', 'its', 'research', 'shows', 'that', 'one', 'in', 'fi', '...', 'https://t.co/qzrcy9WeBT'];other
745405554680438785;['Priti', 'Patel', 'warns', 'of', 'EU', 'migration', 'threat', 'to', 'UK', 'class', 'sizes', ':', 'Vote', 'Leave', 'says', 'its', 'research', 'shows', 'tha', '...', 'https://t.co/pUCMNJJ1Np', '#education'];other
745405553111797760;['Priti', 'Patel', 'warns', 'of', 'EU', 'migration', 'threat', 'to', 'UK', 'class', 'sizes', ':', 'Vote', 'Leave', 'says', 'its', 'research', 'shows', 'that', 'one', 'in', 'fi', '...', 'https://t.co/Asd9ZwiAwD'];other
745405544341504000;['@ShamaDhalwani', 'this', 'sums', 'up', 'UKIP', 'and', 'the', 'type', 'of', 'people', 'voting', 'to', 'leave', 'EU', '.'];stay
745405537982963713;['RT', '@SadiqKhan', ':', 'Enjoyed', 'making', 'the', 'positive', 'case', 'to', 'stay', 'in', 'the', 'EU', 'on', '#BBCDebate', '.', 'And', 'yes', '-', 'I', 'did', 'break', 'my', 'fast', 'on', 'stage', '#Ramadan', 'https://t.co/iKXLbUGeaD'];other
745405534539481088;['RT', '@Cavalorn', ':', 'Asked', 'cat', 'for', 'his', 'actual', 'opinion', 'on', 'EU', '&', 'he', 'thinks', 'we', 'should', 'repeatedly', 'ask', 'to', 'leave', ',', 'then', 'when', 'the', 'door', 'opens', 'just', 'sit', 'there', '&', 'stare', 'at', 'it'];other
745405527006511104;['RT', '@JordanRowes', ':', "I'm", 'hearing', 'If', 'we', 'leave', 'the', 'EU', 'eggs', 'will', 'be', '£', '78', '😂', '😂', '😂', 'piss', 'off', "i'll", 'rob', 'a', 'whole', 'chicken', 'and', 'raise', 'it', 'as', 'my', 'own', 'yute'];other
745405525479743488;['RT', '@britainelects', ':', 'Northern', 'Irish', 'EU', 'referendum', 'poll', ':', 'Remain', ':', '52', '%', 'Leave', ':', '38', '%', '(', 'via', 'LucidTalk', '/', '15-17', 'Jun', ')'];other
745405501253509120;['@ambertamblyn', 'praying', 'that', 'we', "don't", 'leave', 'the', 'EU', 'and', 'Trump', "doesn't", 'become', 'President'];stay
745405499357560834;['RT', '@WritingSupplier', ':', 'Yo', 'wont', 'be', 'paying', 'it', 'on', 'December', '1st', 'because', "you'll", 'be', 'GONE', '.', 'Better', 'start', 'packing', ',', 'Friday', "you're", 'homeless', '.', 'LEAVE', 'EU', 'https://t.co/zQobvoqRoc'];leave
745405490859900928;['RT', '@Nigel_Farage', ':', 'Clear', 'from', 'Lord', 'Heseltine', 'on', 'LBC', 'just', 'now', 'that', 'if', 'we', 'Remain', ',', 'many', 'will', 'then', 'push', 'for', 'UK', 'to', 'join', 'Euro', '.', 'We', 'must', 'vote', 'to', 'Leave', 'EU', '.'];leave
745405488519647232;['RT', '@Independent', ':', 'Sadiq', 'Khan', ':', "'", 'Leave', 'have', 'lost', 'the', 'debate', 'on', 'the', 'economy', '...', "it's", 'lies', 'and', 'scaremongering', "'", '#BBCDebate', 'https://t.co/hwbQrVaBay'];other
745405478067281921;['RT', '@johnmknox', ':', 'EU', 'is', "'", 'sinking', "'", 'and', 'UK', 'should', 'leave', ',', 'says', 'economist', 'https://t.co/5xyRZBDKtS'];other
745405476398043136;['RT', '@campbellclaret', ':', 'Absolutely', 'brilliant', '@RuthDavidsonMSP', 'calling', 'out', 'LEAVE', 'on', 'their', 'three', 'biggest', 'lies', '.', '350m', '.', 'Turkey', '.', 'EU', 'Army', '.', 'Ruth', 'took', 'back', 'control', 'of', 'facts'];stay
745405462028386304;['RT', '@britainelects', ':', 'EU', 'referendum', 'poll', ':', 'Remain', ':', '48', '%', '(', '-', ')', 'Leave', ':', '49', '%', '(', '+', '1', ')', '(', 'via', 'SurveyMonkey', '/', '17-20', ')', 'Pollster', 'not', 'a', 'member', 'of', 'BPC', '.'];other
745405452066816000;['RT', '@BBCNews', ':', 'Leave', 'campaign', '"', "hasn't", 'been', 'project', 'fear', ',', "it's", 'been', 'project', 'hate', '"', '-', '@SadiqKhan', '#BBCDebate', 'https://t.co/slOCKdj5NP', 'https://t.co/Q1uqTBErp9'];other
745405435834941440;['RT', '@BBCNews', ':', "Wednesday's", 'FT', ':', '"', 'Cameron', 'predicts', 'investment', 'surge', 'if', 'Britain', 'opts', 'to', 'stay', 'in', 'EU', '"', 'https://t.co/1sOCtOTNFy', '#BBCPapers', '(', 'via', '@suttonnick', ')'];other
745405430558507008;["Let's", 'go', 'Britts', 'vote', 'in', 'favor', 'of', 'leaving', 'the', 'EU', '.', 'Britts', "don't", 'quit', ',', 'vote', 'leave', '!', '👍', '🏻', '🇬', '🇧', '🇬', '🇧'];leave
745405427765153793;['RT', '@pablothehat', ':', 'You', 'CANNOT', 'Support', 'the', 'NHS', '&', 'Vote', 'to', 'stay', 'EU', '.', 'EU', '/', 'US', 'TTIP', 'https://t.co/hK3cRZ0JR9', '#lbc', '#voteleave', '#bbcdebate', '#england', '#scotland', '#wales'];stay
745405426649309187;['RT', '@BBCNews', ':', '"', 'The', 'Remain', 'side', 'smear', 'us', 'as', 'racists', 'and', 'bigots', '.', "We're", 'not', '.', 'We', 'love', 'our', 'country', '.', '"', 'Tony', 'Parsons', ',', '#Leave', '.', '#BBCDebate', 'https://t.co/7wY0E7t0hJ'];other
745405937696055296;['RT', '@jameelajamil', ':', 'Vote', 'to', 'stay', 'in', 'the', 'EU', '.', 'Brexit', 'is', 'a', 'disastrous', 'idea', 'that', "shouldn't", 'even', 'have', 'been', 'entertained', 'this', 'long', '.', 'Do', 'it', 'for', 'us', ',', 'and', 'for', 'our', 'children', '.'];stay
745405914577047552;['RT', '@RyanSharmann', ':', 'If', 'we', 'do', 'leave', 'the', 'EU', 'I', 'think', 'we', 'should', 'go', 'somewhere', 'warm', 'like', 'the', 'caribbean', 'x'];stay
745405898776948737;['RT', '@Khyberman', ':', 'Dear', 'Race-baiter', 'Remainers', "I'm", 'bullish', 'on', 'Britain', 'and', "I'll", 'be', 'voting', 'to', 'LEAVE', 'the', 'EU', '.', 'Yours', 'sincerely', ',', 'A', 'turbanned', ',', 'brown-skinned', 'Briton'];leave
745405852207579136;['Net', 'immigration', 'is', 'higher', 'from', 'the', 'rest', 'of', 'the', 'world', '(', '188,000', ')', 'than', 'from', 'the', 'EU', '(', '184,000', ')', '.', 'So', 'we', 'leave', 'the', 'EU', 'and', 'what', 'exactly', 'changes', 'plz', '?'];other
745405851117170688;['RT', '@Nigel_Farage', ':', 'Clear', 'from', 'Lord', 'Heseltine', 'on', 'LBC', 'just', 'now', 'that', 'if', 'we', 'Remain', ',', 'many', 'will', 'then', 'push', 'for', 'UK', 'to', 'join', 'Euro', '.', 'We', 'must', 'vote', 'to', 'Leave', 'EU', '.'];leave
745405835103207426;['RT', '@WritingSupplier', ':', 'After', 'we', 'all', 'Vote', 'Leave', 'EU', 'Control', '-', 'we', 'need', '"', 'a', 'safe', 'pair', 'of', 'hands', '"', 'Only', 'this', 'man', 'has', 'been', 'true', 'to', 'his', 'beliefs', '.', 'https://t.co/hBvmFmhjrC'];leave
745405833928970240;['RT', '@RyanSharmann', ':', 'If', 'we', 'do', 'leave', 'the', 'EU', 'I', 'think', 'we', 'should', 'go', 'somewhere', 'warm', 'like', 'the', 'caribbean', 'x'];stay
745405829701046272;['the', 'U', '.', 'K', 'is', 'in', 'a', 'good', 'position', 'in', 'EU', '(', 'low', 'ratings', 'of', 'conflict', 'and', 'poverty', ')', 'odds', 'are', 'we', 'are', 'gonna', 'end', 'up', 'worse', 'off', 'if', 'we', 'leave'];stay
745405828530733057;['When', 'Anjem', 'Choudary', 'wants', 'the', 'UK', 'to', 'stay', 'in', 'the', 'EU', ',', 'you', 'KNOW', "it's", 'time', 'for', 'Brexit', ':', 'https://t.co/Eeoec21Txl', '…', '@BrainlessMuzzos', '@11pointbob'];leave
745405821182443520;['RT', '@DavidJo52951945', ':', 'Vote', 'to', 'stay', 'in', 'the', 'EU', '&', 'the', 'UK', 'government', 'will', 'never', 'stop', 'giving', 'away', 'UK', 'powers', 'or', 'letting', 'the', 'EU', 'rule', 'over', 'Brits', 'https://t.co/HDqc4VE9ZM'];stay
745405819672530944;['@Evertxn', 'we', "can't", 'afford', 'for', 'it', 'to', 'get', 'any', 'worse', 'and', 'the', 'economy', 'will', 'be', 'better', 'if', 'we', 'leave', 'the', 'EU', '.'];leave
